<pre>
# ---------------------------
  code ; shortcut ; reference
 32.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 32.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 32.00 ; LCG  ; Lotrian, J., Cariou, J., Guern, Y., and Johannin-Gilles, A. 1978, J. Phys. B 11, 2273-2279.
 32.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 32.01 ; MIG  ; Migdalek, J. 1976, JQSRT 16, 265-272.
 33.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 33.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 34.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 34.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 34.00 ; MULT ; estimated from multiplet table intensity
 37.00 ; GHR  ; van der Goltz,D.,  Hansen,W., and Richter, J. 1984, Phys. Scripta 30, 244-248.
 37.00 ; WA   ; Warner, B. 1968, MNRAS 139, 115-128.
 38.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 38.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 38.01 ; WA   ; Warner, B. 1968, MNRAS 139, 115-128.
 39.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 39.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 39.00 ; CP'  ; Cardon, B.L., Parkinson, W.H., and Tomkins, F.S. 1980, JOSA 70, 1372, adjusted +.30 to match HL
 39.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 39.00 ; HL   ; Hannaford, P., Lowe, R.M., Grevesse, N., Biemont, E., and Whaling, W 1982, ApJ 261, 736-746.
 39.01 ; CC   ; Cowley, C.R. and Corliss, C.H. 1983, MNRAS 203, 651-659.
 39.01 ; CC'  ; Cowley, C.R. and Corliss, C.H. 1983, MNRAS 203, 651-659.  out of range
 39.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 39.01 ; HL   ; Hannaford, P., Lowe, R.M., Grevesse, N., Biemont, E., and Whaling, W 1982, ApJ 261, 736-746.
 40.00 ; BG   ; Biemont, E., Grevesse, N., Hannaford, P., and Lowe, R.M. 1981, ApJ 248, 867-873.
 40.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 40.00 ; EM   ; estimated from multiplet table intensity
 40.00 ; MULT ; estimated from multiplet table intensity
 40.01 ; BG   ; Biemont, E., Grevesse, N., Hannaford, P., and Lowe, R.M. 1981, ApJ 248, 867-873.
 40.01 ; CC   ; Cowley, C.R. and Corliss, C.H. 1983, MNRAS 203, 651-659.
 40.01 ; CC'  ; Cowley, C.R. and Corliss, C.H. 1983, MNRAS 203, 651-659.  out of range
 40.01 ; MULT ; estimated from multiplet table intensity
 41.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 41.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 41.00 ; DL   ; Duquette, D.W. and Lawler, J.E. 1982, Phys. Rev. A 26, 330-334.
 41.01 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 41.01 ; HL'  ; Hannaford, P., Lowe, R.M., Biemont, E., and Grevesse, N. 1985, A&A 143, 447-450. corrected
 41.01 ; HLB  ; Hannaford, P., Lowe, R.M., Biemont, E., and Grevesse, N. 1985, A&A 143, 447-450.
 42.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 42.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 42.00 ; SD   ; Schenhage, S.E., Danzmann, K., Kunnemeyer, R., and Kock, M. 1983, JQSRT 29, 507-516.
 42.00 ; WB   ; Whaling, W. and Brault, J.W. 1988, Phys. Scripta 38, 707-718,
 42.00 ; WH   ; Whaling, W., Hannaforn, P., Lowe, R.M., Biemont, E., and Grevesse, N. 1984, JQSRT 32, 69-80.
 42.01 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 42.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 42.01 ; SD'  ; Schenhage, S.E., Danzmann, K., Kunnemeyer, R., and Kock, M. 1983, JQSRT 29, 507-516.  SD-.22 after HL
 44.00 ; BG   ; Biemont, E., Grevesse, N., Kwiatkovski, M., and Zimmermann, P. 1981, A&A 131, 364-366.
 44.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 44.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 44.00 ; SL   ; Salih, S. and Lawler, J.E. 1985, JOSA B 2, 422-425.
 44.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 44.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 44.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 45.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 45.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 45.00 ; DL   ; Duquette, D.W. and Lawler, J.E. 1985, JOSA B 2, 422-425.
 45.00 ; KZ   ; Kwiatkowski, M., Zimmermann, P., Biemont, E., and Grevesse, N. 1982, A&A 112, 337-340.    
 45.00 ; SDL  ; Salih, S., Duquette, D.W., and Lawler, J.E. 1983, Phys. Rev. A 27, 1193-1196.
 45.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 45.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 46.00 ; BG   ; Biemont, E., Grevesse, N., Kwiatkovski, M., and Zimmermann, P. 1981, A&A 108, 127-229.
 46.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 46.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 46.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 47.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 47.00 ; IYS  ; Slavenas, I.Yu.Yu. 1966, Opt, Spectr. 20, 264-265.
 47.00 ; JMG  ; Migdalek, J. 1978, JQSRT, 20, 81-87.
 47.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 47.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 48.00 ; AS   ; Anderson, T. and Sorensen, G. 1973, JQSRT, 13, 369-376.   
 48.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 48.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 48.00 ; WA   ; Warner, B. 1968, MNRAS 140, 53-59.
 48.01 ; AS   ; Anderson, T. and Sorensen, G. 1973, JQSRT, 13, 369-376.
 49.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 49.00 ; PS   ; Penkin, N.P. and Shabanova, L.N. 1963, Opt, Spectr. 14, 5-8.
 49.01 ; WA   ; Warner, B. 1968, MNRAS 140, 53-59.
 50.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 50.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 50.00 ; LC   ; Lotrian, J., Cariou, J., and Johannin-Gilles, A. 1976, JQSRT 16, 315-319.
 50.00 ; PS   ; Penkin, N.P. and Slavena, I.Yu.Yu. 1963, Opt, Spectr. 15, 83-88.
 50.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 50.01 ; MIG  ; Migdalek, J. 1976, JQSRT 16, 265-272.
 51.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 52.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 52.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 55.00 ; WA   ; Warner, B. 1968, MNRAS 139, 115-128.
 56.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 56.00 ; ESTM ; estimated from intensities
 56.00 ; NBS  ; Miles, B.M. and Wiese, W.L. 1969, NBS Technical Note 474.
 56.01 ; ESTM ; estimated from intensities
 56.01 ; NBS  ; Miles, B.M. and Wiese, W.L. 1969, NBS Technical Note 474. 
 56.01 ; WA   ; Warner, B. 1968, MNRAS 139, 115-128.
 57.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 57.01 ; ABH  ; Arnesen,A., Bengtsson,A., Hallin,R., Lindskog,J., Nordling,C., and Noreland,T. 1977, Phys.Scripta 16, 31-34.
 57.01 ; APR  ; Andersen, T., Poulsen, O., Ramanujam, and Petrakiev Petkov, A. 1975, Solar Phys 44, 257-267.
 57.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 57.01 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 57.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 57.01 ; RM   ; Russell, H.N. and Meggers, W.F. 1932, NBS Journ. Res. 9, 625.  estimated from intensity
 58.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 58.01 ; CC   ; Cowley, C.R. 1973, J. Res. NBS. 77A, 419-546.
 58.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 59.00 ; GK   ; Gorshkov, V.N. and Komarovski, V.A. 1985, Opt. Spectr. 58, 918-920.
 59.00 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 59.01 ; APR  ; Andersen, T., Poulsen, O., Ramanujam, and Petrakiev Petkov, A. 1975, Solar Phys 44, 257-267.
 59.01 ; LW   ; Lage, C.S. and Whaling, W. 1976, JQSRT 16, 537-542.
 59.01 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 60.00 ; GKO  ; Gorshkov, V.N., Komarovski, V.A., Osherovich, A.L., and Penkin, N.P. 1981, Astrofizika 17, 799-806.    
 60.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 60.00 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 60.01 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 60.01 ; MW   ; Maier, R.S. and Whaling, W. 1977, JQSRT 18, 501-507.
 60.01 ; WV   ; Ward, L., Vogel, O., Arnesen, A., Hallin, R., and Wannstrom, A. 1985, Phys. Scripta 31, 162-165.
 60.01 ; WV'  ; Ward, L., Vogel, O., Arnesen, A., Hallin, R., and Wannstrom, A. 1985, Phys. Scripta 31, 162-165.
 60.01 ; WVA  ; Ward, L., Vogel, O., Arnesen, A., Hallin, R., and Wannstrom, A. 1985, Phys. Scripta 31, 162-165.
 62.00 ; BKP  ; Blagoev, K.B., Komarovskii, V.A., and Penkin, N.P. 1977, Opt. Spectr. 42, 229-230; 238-239.
 62.00 ; HL   ; Hannaford, P. and Lowe, R.M. 1985, J. Phys. B 18, 2365-2370.
 62.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 62.00 ; PK   ; Penkin, N.P. and Komarovskii, V.A. 1976, JQSRT 16, 217-252.
 62.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 62.01 ; SW   ; Saffman, L. and Whaling, W. 1979, JQSRT 21, 93-98.
 63.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 63.00 ; PGK  ; Penkin, N.P., Gorshkov, V.N., and Komarovski, V.A. 1984, Opt, Spectr. 57, 488-492.
 63.01 ; BKM  ; Biemont, E., Karner, C., Meyer, G., Traeger, F., and zu Putlitz, G. 1982, A&A 107, 166-171. 
 63.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 63.01 ; KMT  ; Karner, C., Meyer, G., Traeger, F., and zu Putlitz, G. 1982, A&A 107, 166-165.
 64.00 ; GKO  ; Gorshkov, V.N., Komarovski, V.A., Osherovich, A.L., and Penkin, N.P. 1983, Opt. Spectr. 54, 122-124.
 64.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 64.00 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 64.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 64.01 ; NS   ; Spector, N. 1970, ApJ 159, 1091-1092; JOSA 60, 763-776.  estimated from intensity
 65.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 65.01 ; BRD  ; Biemont, E., Roland, G., and Delbouille, L. 1981, Solar Physics 71, 223-231.
 65.01 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 66.00 ; GKO  ; Gorshkov,V.N., Komarovski,V.A., Osherovich,A.L., Penkin,N.P., and Khefferlin,R. 1980, Opt.Spectr.48,362-364.
 66.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 66.00 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 66.00 ; PK   ; Penkin, N.P. and Komarovskii, V.A. 1976, JQSRT 16, 217-252.
 66.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 67.00 ; GK   ; Gorshkov, V.N. and Komarovski, V.A. 1979, Opt, Spectr. 47, 350-351.
 67.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 67.01 ; GK   ; Gorshkov, V.N. and Komarovski, V.A. 1979, Opt, Spectr. 47, 350-351.
 67.01 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 68.00 ; GK   ; Gorshkov, V.N. and Komarovski, V.A. 1981, Opt, Spectr. 50, 467-469.
 68.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 68.00 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 68.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 68.01 ; ML   ; Musiol, K. and Labuz,S. 1983, Phys. Scripta 27, 422-424.
 69.00 ; BKP  ; Blagoev, K.B., Komarovskii, V.A., and Penkin, N.P. 1978, Opt. Spectr. 44, 130-132.
 69.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 69.00 ; PK   ; Penkin, N.P. and Komarovskii, V.A. 1976, JQSRT 16, 217-252.
 69.01 ; AS   ; Anderson, T, and Sorensen, G. 1974, Solar Physics 38, 343-350.
 69.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 69.01 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 70.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 70.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 71.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 71.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 71.00 ; KTZ  ; Kwiatkowski, M., Teppner, U., and Zimmermann, P. 1980, Z. Naturforsh. A 35, 370-372.   
 71.01 ; APR  ; Andersen, T., Poulsen, O., Ramanujam, and Petrakiev Petkov, A. 1975, Solar Phys 44, 257-267.
 71.01 ; AS   ; Anderson, T, and Sorensen, G. 1974, Solar Physics 38, 343-350.
 71.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 71.01 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 72.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 72.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 72.00 ; DSL  ; Duquette, D.W., Salih, S., and Lawler, J.E. 1982, Phys. Rev. A 26, 2623-2626.
 72.01 ; APH  ; Andersen, T., Petersen, P., and Hauge, O. 1976, Solar Physics 49, 211-215.
 72.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 72.01 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 73.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 73.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 73.00 ; DSL  ; Duquette, D.W., Salih, S., and Lawler, J.E. 1981, Phys. Rev. A 27, 1193-1196.
 73.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 74.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 74.00 ; CM   ; Clawson, J.E. and Miller, M.H. 1973, JOSA 63, 1598-1603.
 74.00 ; DSL  ; Duquette, D.W., Salih, S., and Lawler, J.E. 1981, Phys. Rev. A 24, 2847-2850.
 74.00 ; OK   ; Obbarius, H.U. and Kock, M. 1982, J. Phys. B 15, 527-534.
 74.00 ; PV   ; Plekhotkin, G.A. and Verolainen, Ya.F. 1985, Opt. Spectr. 58, 447-449.
 74.01 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 74.01 ; CM   ; Clawson, J.E. and Miller, M.H. 1973, JOSA 63, 1598-1603.
 74.01 ; KNW  ; Kwiatkowski, M., Naumann, F., Werner, K., and Zimmermann, P. 1984, Phys. Lett. 103A, 49-51.
 75.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 75.00 ; DSL  ; Duquette, D.W., Salih, S., and Lawler, J.E. 1982, J. Phys. B 15, 1897-1901.
 75.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 76.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 76.00 ; KZB  ; Kwiatkowski, M., Zimmermann, P., Biemont, E., and Grevesse, N. 1984, A&A 135, 59-60.
 76.01 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 77.00 ; CB'  ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.  adjusted
 77.00 ; GH'  ; CB scaled to GHL
 77.00 ; GHL  ; Gough, D.S., Hannaford, P., and Lowe, R.M. 1983, J. Phys. B 16, 785-791.
 77.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 77.01 ; MC'  ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 78.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 78.00 ; GHL  ; Gough, D.S., Hannaford, P., and Lowe, R.M. 1982, J. Phys. B 15, L431-L434.
 78.00 ; LG   ; Lotrian, J. and Guern, Y. 1982, J. Phys. B 15, 69-72.
 79.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 79.00 ; GUES ; Guess  multiplet table indicates that a line is present.
 79.00 ; HL   ; Hannaford. P., Larkins, P.L., and Lowe, R.M. 1981, J. Phys. B 14, 2321-2327.
 79.00 ; JMG  ; Migdalek, J. 1978, JQSRT, 20, 81-87.
 79.00 ; MIG  ; Migdalek, J. 1976, Can, J, Phys. 54, 2272-2278.
 80.00 ; AJG  ; Abjean, R. and Johannin-Gilles, A. 1976, JQSRT 16, 369-371.
 80.00 ; AS   ; Anderson, T. and Sorensen, G. 1973, JQSRT, 13, 369-376.
 80.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 80.00 ; WA   ; Warner, B. 1968, MNRAS 140, 53-59.  
 80.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 80.01 ; MIG  ; Migdalek, J. 1976, Can, J, Phys. 54, 2272-2278.
 80.01 ; MMD  ; Dworetsky, M.M. 1980, A&A 84, 350-353.
 81.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 82.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 82.00 ; NG   ; Grevesse, N. 1969, Solar Physics 6, 381-398.
 82.00 ; PS   ; Penkin, N.P. and Slavena, I.Yu.Yu. 1963, Opt, Spectr. 15, 83-88.
 82.01 ; GUES ; Guess  multiplet table indicates that a line is present.
 82.01 ; MIG  ; Migdalek, J. 1976, JQSRT 16, 265-272.
 83.00 ; AMS  ; Andersen, T., Madsen, O.H., Sorensen, G. 1972, JOSA 62, 1118.
 83.00 ; CB   ; Corliss, C.H. and Bozman, W.R. 1962, NBS Monograph 53.
 90.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 90.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 92.00 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
 92.01 ; MC   ; Meggers, W.F, Corliss, C.H. and Scribner, B.F. 1975, NBS Monograph 145.  estimated from intensity
</pre>
